label,cfg_path,station_name,relay_model,voltage_kv,protection_type,zone_operated,trip_type,faulted_phases,fault_type,is_ground_fault,reclose_attempted,reclose_successful,reclose_time_ms,fault_count,fault_duration_ms,fault_inception_ms,di_dt_max,di_dt_phase,peak_fault_current_a,peak_fault_phase,i0_i1_ratio,thd_percent,inception_angle_degrees,voltage_sag_depth_pu,voltage_sag_phase,r_x_ratio,z_magnitude_ohms,z_angle_degrees,sampling_rate_hz,record_duration_ms,teleprotection_rx,comms_failure,scaling_ok,duration_ok
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\06. RECLOSE KDPTN-ARJWN 2 (18 APRIL 2025)_PETIR\GI KDPTN\20250418_175051_488_r210.cfg,ARJAWINANGUN-2,1,39.60194197345069,DISTANCE,Z1,single_pole,B,SLG,True,True,,4416.806,2,79.96797,3417.21,140277.14157926958,B,447.513916015625,B,1.5734622568749506,5.763310372773791,47.43811881341238,0.8919445171975015,B,1.1345931646768808,9.74261497103622,41.39208773981212,1200.4802,10075.999,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\05. MEI\01. RECLOSE JATIBARANG-INDRAMAYU #1 (18 MEI 2025)_PETIR\INTERNAL\GI JTBRG4\20250518_155149_642_r193.cfg,GI JATIBARANG,1,41.53961574597263,DISTANCE,UNKNOWN,three_pole,A+B+C,3PH,True,True,True,643.86804,2,100.016,537.18,270253.03090680204,A,1234.6788330078125,A,0.6091826955391165,16.45086521802564,21.676624818570673,0.011905871064714536,C,0.6822534642079862,11.782951708323694,55.696101247054095,2398.0815,4323.059,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\01. JANUARI\20240102_GI PURWAKARTA_BAY SUBANG #2_PETIR\Tuesday 02 January 2024 19.48.35.001.CFG,MiCOM,1,41.146851497140695,DISTANCE,Z2,three_pole,A+B+C,3PH,False,False,,,1,79.96803,849.66,1176609.1837590702,C,4169.01220703125,C,0.19948086534815068,6.08780938256082,345.4976136492264,0.050328109777861826,A,0.23612938315484783,12.083613005688887,76.71414188995807,1200.4802,3077.935,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\01. JANUARI\20240102_GI SUBANG_BAY PURWAKARTA #1_PETIR\Tuesday 02 January 2024 20.36.12.000.CFG,BAY PURWAKARTA 1,1,39.58898878120093,DISTANCE,Z1,single_pole,A,SLG,True,True,True,5536.118,3,79.96797,2419.03,687267.1080034416,C,2164.0419921875,C,0.7454848312374405,9.905247933416081,44.71660321330875,0.2041350092335713,A,0.07614066825665743,9.2122047689835,85.64586231867611,1200.4802,7016.215,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\01. JANUARI\20240102_GI SUBANG_BAY PURWAKARTA #2_PETIR\Tuesday 02 January 2024 19.52.57.000.CFG,BAY PURWAKARTA 2,1,39.752707707695414,DISTANCE,Z1,single_pole,C,SLG,True,False,,,1,79.96797,814.67,579850.525496947,C,1877.3809814453125,C,1.235208106835278,1.4279978102006687,354.96968397478156,0.6483413344976365,A,0.8533559277230934,3.931336243335847,49.524019389755026,1200.4802,3037.951,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\03. MARET\20240306_GI PURWAKARTA_BAY KOSAMBI BARU_PETIR\Wednesday 06 March 2024 16.24.41.000.CFG,MiCOM,1,41.06765217089551,DISTANCE,Z1+Z3,single_pole,B,SLG,True,True,True,4876.382,2,79.96797,1760.96,649053.4582049078,B,2106.02490234375,B,1.0023091671941102,1.0762339994303192,339.50081763918337,0.0005217907210657966,B,0.5092903485460041,11.855554399453062,63.010694982545786,1200.4802,8015.959,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\04. APRIL\20240401_GI INDORAMA_BAY CIGANEA_PETIR\01042024.CFG,BAY 70KV CIGANEA BM1805009123,7SA87-DAAA-AA0-0AAAA0-AR0111-12111B-BAA000-000AC0-CH1BA1-CB1CE0,0.05834086953120107,DISTANCE,Z1+Z2+Z3,three_pole,B+A+C,3PH,True,False,,,1,77.00002,500.12,9133.305115812867,B,27.644569396972656,B,0.9744851720652355,1.8949499744597622,0.0,0.8696880549105876,B,2.454921581197559,0.19594768863090672,22.163278452459032,7999.9995,1071.75,True,False,False,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\04. APRIL\20240415_GI TATAJABAR_BAY JATILUHUR#1_PETIR\FR000001.cfg,jatiluhur tatajabar 1   Folder   7SA522 V4.7 Var,000017,0.056619039461121935,DISTANCE,UNKNOWN,three_pole,B+C+A,3PH,True,False,,,1,104.0,250.0,2764.7999254941974,B,9.71827220916748,B,0.48091056109301006,12.147651906626947,0.0,0.776234738430113,B,0.5060849679893917,2.296347854084973,63.15671384832019,999.99994,428.0,False,False,False,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\04. APRIL\20240425_GI SUKATANI GOBEL_BAY KOSAMBI BARU #2_PETIR\P442 KOSAMBI BARU 2\P442 KOSAMBI BARU 2\1\DR\Wednesday 24 April 2024 19.43.55.000.CFG,MiCOM,1,70.0,DISTANCE,Z1,single_pole,A,SLG,True,False,,,1,79.96803,493.14,4841836.744935916,A,17790.5,A,0.8869995522383262,5.930532406798694,333.3129650241821,0.565160565400598,A,0.40793151995254145,3.1748659837926527,67.80790423709425,1200.4802,1518.559,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\09. SEPTEMBER\20240925_DFR BAY JATILUHUR 2 GI TATAJABAR_PETIR\jatiluhur-ttjbr2 25-9-2024.cfg,jatilluhur 2_25-09-2024   Folder   7SA522 V4.7 Var,000321,0.056374470721890696,DISTANCE,UNKNOWN,single_pole,B,SLG,True,True,,,1,107.00001,249.0,2995.1999254941975,B,14.206463813781738,B,0.8095708827202572,23.028698312512745,0.0,0.7044360536662891,B,0.11606963947989339,2.362288698389608,83.37932506241997,999.99994,425.0,False,False,False,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\09. SEPTEMBER\20240925_DFR BAY TATAJABAR 2 GI JATILUHUR_PETIR\Wednesday 25 September 2024 18.45.31.000.CFG,MiCOM,1,70.0,DISTANCE,Z1,single_pole,B,SLG,True,True,,118.899,2,100.298,117.22,1809868.1663647522,B,10904.1396484375,B,1.5753367575166235,21.206482394579446,50.20226020567228,0.4432610767804648,B,0.4859343602942895,6.864260796747832,64.08329047396357,2398.0815,5003.375,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\11. NOVEMBER\20112024_GI PURWAKARTA_BAY CIRATA#2_PETIR\DFR GI CIRATA BAY PWKTA 2\Wednesday 20 November 2024 20.11.06.000.CFG,GI_CIRATA,1,40.84099869565339,DISTANCE,UNKNOWN,three_pole,A+B+C,3PH,False,True,True,1569.708,3,200.54198,1561.38,1181010.8097834487,B,3839.26904296875,B,0.08853922443861802,100.0,348.40561732344804,0.0031595230256894562,A,10.109646844354263,1125.6614695264461,5.6490601667816795,2403.8462,9712.472,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\11. NOVEMBER\20112024_GI PURWAKARTA_BAY CIRATA#2_PETIR\DFR GI PWKTA bay cirata 2\Wednesday 20 November 2024 20.07.13.000.CFG,MiCOM,1,39.764577264510216,DISTANCE,Z1,three_pole,A+B+C,3PH,False,False,,,1,79.968,398.17,684697.5086861133,B,2357.366943359375,B,0.07520721540243566,9.069254608374768,354.7359165524272,0.8875476334706655,B,3.0739395448299915,478.2441692985734,-161.97949308056246,1200.4802,1518.559,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\12. DESEMBER\01122024_GI CIRATA_BAY WALINI#2_PETIR\DFR BAY WALINI 2\PCS900_RCD_02346_20241201_184352_849.CFG,NR,LINE_DIFFERENTIAL_RELAY,42.14563493346753,DISTANCE,Z1,three_pole,A+B+C,3PH,True,True,False,,1,57.500004,220.0,5038498.9258474,A,21226.033203125,A,0.3782864267967463,4.884175966499262,10.994364138415792,0.44066077438398527,A,0.759323356676475,3.5855524238722936,52.789748577914196,1200.0,10200.0,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\01. JANUARI\20240127_GI WONOSARI_BAY RAYUM #2_PETIR\GANGGUAN WONOSARI RARYUM 2 21012024.cfg,GI WONOSARI,RAYUM,70.0,DISTANCE,UNKNOWN,three_pole,A+B+C,3PH,True,True,,,1,1732.3959,164.48,894931.6189547795,A,2765.588623046875,C,0.3348734039009353,14.147335691799471,5.048201394827317,0.012980411961864316,A,-1.3413046336025327,97.06003186721917,143.29389506917795,19200.0,2439.9478,False,False,True,True
PETIR,"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\4.APRIL\20240426_GI KENTUNGAN_BAY PEDAN2_PETIR\DFR Eksternal GI Kentungan Bay Pedan 2\240327,063452058,0,GI KENTUNGAN,PEDAN 1-2,Qualitrol LLC.cfg",GI KENTUNGAN,PEDAN 1-2,70.0,DISTANCE,UNKNOWN,single_pole,C,LL,False,True,,1335.625,2,93.124985,312.5,1851385.197631684,C,7302.93603515625,C,0.29945456069459536,18.78888770311801,338.66627714424897,0.09644114573707166,C,0.6639861002576193,8.05703288401849,-123.58360776278379,6400.0,1571.7188,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\4.APRIL\20240426_GI KENTUNGAN_BAY PEDAN2_PETIR\DFR Eksternal GI Pedan Bay Kentungan 2\ZQ5B.cfg,GI 150 KV PEDAN,KENTUNGAN 1-2,70.0,DISTANCE,UNKNOWN,unknown,,UNKNOWN,True,False,,,1,0.10415912,185.0,3646021.7867138176,C,9540.4169921875,C,0.7067907597028844,46.144333722742545,32.8187934679776,-0.0182613135784591,B,-0.42596099382700414,128.08047598166075,-66.92788705998052,19200.0,2239.948,True,False,True,False
BENDA_ASING,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\5. MEI\20240516_GITET PEDAN BAY KEDIRI #2_BENDA ASING\pedan kediri 2 16mei 2024\dfr internal siemens main b.CFG,pedan kediri 2 16 mei 20   Folder   7SA522 V4.7 Var,UNKNOWN,0.05791642115938861,DISTANCE,UNKNOWN,three_pole,A+B+C,3PH,False,False,,,1,185.99998,250.0,52.98624122301275,A,0.16586823761463165,A,0.0,15.791340443288233,0.0,0.026907305862610916,C,,,,999.99994,510.0,True,False,False,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\03. MARET\20250309_GI WATES_BAY PURWOREJO #2_PETIR\20250309 Reclose SUTT Purworejo - Wates 2\20250309 Reclose SUTT Purworejo - Wates 2.cfg,GI 150 KV PURWOREJO,WATES 2 - KEBUMEN 2,70.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,False,,,1,98.59376,158.44,2071600.7310874583,A,7155.658203125,A,0.7901210396133498,6.885882578810593,23.561029183561377,0.015518814104037638,B,0.5495037902188855,6.362059892435891,61.211038643383155,19200.0,2439.9478,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\04. APRIL\20250418_GI JELOK_BAY UNGARAN #1 _PETIR\DFR Eksternal GI Jelok Bay Ungaran#2\DFR Eksternal GI Jelok Bay Ungaran#2\DFR Eksternal GI Jelok Bay Ungaran#1.cfg,GI JELOK,Bay Ungaran 1-2,70.0,DISTANCE,UNKNOWN,unknown,,UNKNOWN,True,False,,,1,0.31250715,164.06,2645021.2738430565,A,8462.494140625,A,1.2792695046246556,30.508444429777075,344.4580112812946,0.45387144245364863,A,0.978597887917522,3.982394519817841,-134.380266763296,19200.0,2219.9478,False,False,True,False
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\04. APRIL\20250418_GI JELOK_BAY UNGARAN #1 _PETIR\DFR Internal GI Jelok Bay Ungaran#1\DFR Internal GI Jelok Bay Ungaran#1\PCS900_RCD_01166_20250418_131803_662_f.cfg,NR,LINE DIFFERENTIAL RELAY,0.056883989468276726,DISTANCE,UNKNOWN,single_pole,A,SLG,True,True,False,590.8333,2,68.33333,513.33,2220.087039356806,A,8.259772300720215,A,1.2607677840705955,4.018374013598802,0.0,0.6829464716354539,A,1.0427812170465536,2.8533718177637777,43.800250905456494,1200.0,5499.1665,True,False,False,True
PETIR,"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\05. MEI\20250511_GI BOYOLALI_BAY BRINGIN#1_PETIR\GI BOYOLALI\250511,070856480,+7h0,GI 150kV BOYOLALI,BRINGIN 1-2,Qualitrol LLC.cfg",GI 150kV BOYOLALI,BRINGIN 1-2,70.0,DISTANCE,UNKNOWN,single_pole,C,SLG,True,True,,300.35156,2,79.999985,294.84,3677603.2316149003,C,12748.300552368164,C,0.8211870283334317,27.249257430704255,350.560366515286,0.33736596308328676,C,0.4107853023004154,6.544890506639133,67.66786206378161,25600.0,1369.8828,False,False,True,True
BENDA_ASING,"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\05. MEI\20250517_GITET BOYOLALI_BAY UNGARAN_BENDA ASING\BOYOLALI\Eksternal\250517,043739206,+7h0,GITET 500kV BOYOLALI,UNGARAN 1-2,Qualitrol LLC.cfg",GITET 500kV BOYOLALI,UNGARAN 1-2,275.0,DISTANCE,UNKNOWN,single_pole,B,SLG,True,True,,305.35156,2,130.5078,294.84,2796015.6874958207,B,8853.396484375,B,1.3033994741363986,56.70638990442687,29.432934358230714,0.6752843333837273,B,0.18052392005913287,15.887084869377926,79.76695260158944,25600.0,839.02344,False,False,True,True
HEWAN,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\07. JULI\2025_07_06 PURWOREJO - WALIN #1 RECLOSE_ HEWAN ULAR\PURWOREJO BAY WALIN #2\RECLOSE WALINT 2 06072025\2025-07-06-04-28-57-256_034(0)_S.cfg,CSC101M1,2,0.055971250103932724,DISTANCE,Z1,single_pole,B,SLG,True,True,,142.5,2,70.0,72.5,2110.0211109402135,B,9.642569541931152,B,1.1477513221460818,10.539838608242047,0.0,0.45185756935588084,B,0.3617229815162369,4.20751474300578,70.1137782890759,1200.0,570.0,True,False,False,True
LAYANG,"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\09. SEPTEMBER\20250902_SUTT KENTUNGAN-SANGGRAHAN RELCOSE_LAYANG-LAYANG\GI SANGGRAHAN BAY KENTUNGAN\250902,190425878,0h0,GI SANGGRAHAN,MDARI-KNTUG,Qualitrol LLC.cfg",GI SANGGRAHAN,MDARI-KNTUG,70.0,DISTANCE,UNKNOWN,unknown,,UNKNOWN,False,False,,,1,51.87501,145.0,895941.230963347,B,1809.30419921875,B,0.0015008147847426349,17.585445800629135,333.8549361614266,0.002371000725495279,A,-9.115813156877666,204.2171116894693,173.73971451063525,6400.0,686.71875,False,False,True,True
LAYANG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\09. SEPTEMBER\20250902_SUTT KENTUNGAN-SANGGRAHAN RELCOSE_LAYANG-LAYANG\GI SANGGRAHAN BAY KENTUNGAN\Rekaman_1.cfg,CSC101M1,2,0.055949693007075925,DISTANCE,Z1,three_pole,A+B+C,3PH,True,True,False,,1,43.333336,81.67,764.9232135266033,A,1.5395699739456177,A,0.9893052615637101,100.0,0.0,0.8297133352630867,A,,,,1200.0,570.0,False,False,False,True
LAYANG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\09. SEPTEMBER\20250902_SUTT KENTUNGAN-SANGGRAHAN RELCOSE_LAYANG-LAYANG\GI SANGGRAHAN BAY KENTUNGAN\Rekaman_2.cfg,CSC101M1,2,0.05591673444367288,DISTANCE,Z1,three_pole,A+B+C,3PH,True,True,False,,1,43.333336,72.5,836.2296199966501,B,1.6908260583877563,B,0.9985272476784188,100.0,0.0,0.9154068466487421,B,,,,1200.0,570.0,False,False,False,True
LAYANG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\09. SEPTEMBER\20250902_SUTT KENTUNGAN-SANGGRAHAN RELCOSE_LAYANG-LAYANG\GI SANGGRAHAN BAY KENTUNGAN\Rekaman_3.cfg,CSC101M1,2,0.055788540671703996,DISTANCE,Z1,three_pole,A+B+C,3PH,True,True,False,,1,43.333336,72.5,1079.3195314125085,B,2.025749921798706,B,1.0034350979489213,100.0,0.0,0.8995988761143375,B,,,,1200.0,570.0,False,False,False,True
KONDUKTOR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\10. OKTOBER\17_10_2025_GI PEDAN-KLATEN 1 2_Tower Roboh\25.10.17 19.19.03.000.000.CFG,BAY PEDAN 2,1,70.0,DISTANCE,Z1,unknown,A+B,DLG,True,True,,992.93604,4,276.55597,991.27,2318112.3084187075,B,8077.5498046875,B,1.2699853753741197,3.0494357050892518,320.13146139318036,0.8533599637216182,B,3.2283442621909058,92.53042477567126,-162.78930304645178,1200.4802,8215.88,False,False,True,True
KONDUKTOR,"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\10. OKTOBER\17_10_2025_GI PEDAN-KLATEN 1 2_Tower Roboh\Relai Distance Bay Pedan 1\251017,180104009,UTC,,P443 BAY PEDAN 1,GE.cfg",BAY PEDAN 1,1,70.0,DISTANCE,Z1,single_pole,B,SLG,True,False,,,1,100.38501,891.02,750254.8412365742,A,2402.93994140625,A,1.0021997493671748,3.9768490881563032,348.9032248321391,-0.004607825047012504,B,0.16338347691447136,15.349625810298603,80.72080344978811,2403.8462,3620.727,True,False,True,True
KONDUKTOR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2025\10. OKTOBER\17_10_2025_GI PEDAN-KLATEN 1 2_Tower Roboh\Rele Distance GI Klaten Bay Pedan 2\20251017_111903_126_r103.cfg,BAY PEDAN 2,1,70.0,DISTANCE,Z1,unknown,A+B,DLG,True,True,,992.93604,4,276.55597,991.27,2318054.350665171,B,8077.34814453125,B,1.2699853781885488,3.0494356451322293,320.13146001194343,0.8533599652915906,B,3.2283442430302047,92.5157220605175,-162.78930295033837,1200.4802,8215.88,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2026\02. Februari\20260209_SUTT BANTUL - SEMANU #1 & #2 RECLOSE_PETIR)\20260209 Reclose Semanu - Bantul 1 Internal Relay.CFG,NR,LINE_DISTANCE_RELAY,0.029185533256427393,DISTANCE,UNKNOWN,three_pole,A+B+C,3PH,True,True,False,,1,60.833336,264.17,991.4397536055803,A,3.498371124267578,A,1.5163220269918367,4.077982435903015,0.0,0.8283353928346916,B,1.0283438134067857,5.052333092811881,44.199408314920674,1200.0,9999.166,True,False,False,True
PETIR,"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2026\02. Februari\20260209_SUTT BANTUL - SEMANU #1 & #2 RECLOSE_PETIR)\260209,130121218,+7h0,GI BANTUL,SEMANU 1-2,Qualitrol LLC.cfg",GI BANTUL,SEMANU 1-2,70.0,DISTANCE,UNKNOWN,three_pole,A+B+C,3PH,True,False,,,1,66.25,127.5,1416624.2992421456,A,4316.01416015625,A,0.362128725031564,35.08145450887296,317.4114036029926,0.2148601875715157,A,0.8971684816986789,10.268592864388438,48.10254587588944,6400.0,2894.2188,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2026\02. Februari\20260209_SUTT BANTUL - SEMANU #1 & #2 RECLOSE_PETIR)\GI Bantul Bay Semanu 2 DFR Relay\20260209_125935_326_r066.cfg,BAY SEMANU 2,1,70.0,DISTANCE,Z1,three_pole,A+B+C,3PH,True,True,,1006.264,2,79.96797,1004.6,981607.7941190138,B,3443.368896484375,B,0.37728776450364093,7.3017145735519335,42.66182846766398,0.47305872663397625,B,1.3504630106827058,30.104427176662142,36.51945849042275,1200.4802,5097.127,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2026\02. Februari\2026_02_19_SUTT PEDAN - WONOSARI #1 Reclose_PETIR\PEDAN-WONOSARI #1 Internal.CFG,NR,LINE_DIFFERENTIAL_RELAY,70.0,DISTANCE,UNKNOWN,single_pole,B,SLG,True,True,True,,1,65.83333,215.83,4147364.840980353,B,15823.6181640625,B,0.6219195090284199,5.551998639859247,335.09773220558344,0.5170123226998237,B,0.3758140467910692,4.046925213224188,69.40307459793169,1200.0,6885.8335,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2026\02. Februari\2026_02_19_SUTT PEDAN - WONOSARI #1 Reclose_PETIR\ZQA4.cfg,GI PEDAN,WONOSARI 1 2,70.0,DISTANCE,UNKNOWN,unknown,,UNKNOWN,True,True,,136.1979,3,179.79166,133.12,13158805.931367582,B,13354.9267578125,B,0.6192920634210797,3.7890183218209716,320.25734789474865,0.5041039441365428,B,6.967877173938801,47.83826544897729,8.167078686031266,19200.0,2239.948,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SEMARANG\2024\04. APRIL 2024\20240421_GI TANJUNGJATI_BAY JEPARA #2_PETIR\20240421 GI JEPARA BAY TANJUNGJATI 2\GIJPR BAY TJT2\20240421.CFG,JEPARA-TJ JATI 2,1,70.0,DISTANCE,Z1,single_pole,C,SLG,True,True,True,1996.596,3,80.063995,999.13,1531630.690550419,C,5189.080078125,C,1.0940347741514873,7.403407685344922,0.1144303849982737,0.41192416158902423,C,0.70049845547138,12.270778449118371,54.98881691055079,1199.0408,4062.678,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SEMARANG\2024\11. NOVEMBER 2024\20241121_GI JEPARA_BAY TANJUNGJATI#1_PETIR\20241121_GI TANJUNGJATI_BAY JEPARA#1_DFR\211124 Internal SISI Tjati\24.11.21 11.55.31.000.000.CFG,JEPARA LINE 1,1,70.0,DISTANCE,Z1,single_pole,A,SLG,True,True,,1987.538,2,79.96803,991.27,2785714.3648784617,A,9264.3203125,A,0.7751096960396651,1.1783286691704409,354.4817750818722,0.2555494723490265,A,0.3905168120229492,9.393777866462377,68.66851898936703,1200.4802,4017.5352,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SEMARANG\2025_DFR GANGGUAN\04. APRIL 2025_DFR_SMG\20250413_GITET UNGARAN BAY KRIAN (PETIR)\13_4_2025 DFR Internal Ungaran - Krian\LPA .CFG,BAY KRIAN,1,275.0,DISTANCE,Z1,single_pole,C,SLG,True,False,,,1,100.30699,501.28,10669552.849924767,C,46655.703125,C,1.0591911443873205,28.434165578946747,354.1919254274458,0.9252952255110236,C,0.6182091176011186,0.8160439115673896,58.27526538235587,2403.8462,2515.7239,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SEMARANG\2025_DFR GANGGUAN\04. APRIL 2025_DFR_SMG\20250413_GITET UNGARAN BAY KRIAN (PETIR)\13_4_2025 DFR Internal Ungaran - Krian\LPB.CFG,GITET UNGARAN,1,275.0,DISTANCE,Z1,unknown,,UNKNOWN,True,False,,,1,48.795998,616.53,10662912.92910174,C,46683.32421875,C,1.0592961034803356,2.9766757638988124,339.48688474823086,0.9261090921632107,C,-1.9670613046804721,315.1951401655618,-26.947534617322788,2403.8462,3015.0361,True,False,True,True
